train_loss,val_loss,gap,is_overfitting
0.20766972722973798,0.16236233046560578,-0.0453073967641322,False
0.16055984889047406,0.13851254215746214,-0.022047306733011918,False
0.13350568166077703,0.10660956527247574,-0.02689611638830129,False
0.11537219764549743,0.09950360243067596,-0.015868595214821465,False
0.10131249962675182,0.07825536349506089,-0.023057136131690928,False
0.09100525288139737,0.08027658131086465,-0.010728671570532713,False
0.08531840977124784,0.06919582058082928,-0.016122589190418563,False
0.07809381979190444,0.05703792001261856,-0.021055899779285882,False
0.07458753297690227,0.05520135965311166,-0.019386173323790605,False
0.07461997098825089,0.05406915869676705,-0.02055081229148384,False
0.08352334031767858,0.06601009210853866,-0.017513248209139923,False
0.07762554970074846,0.0542289964538632,-0.023396553246885263,False
0.07055323550539164,0.04800304113463922,-0.022550194370752417,False
0.06619070538253113,0.050932199377002135,-0.015258506005528999,False
0.06396682754409001,0.04270356339035612,-0.02126326415373389,False
0.057711115412064806,0.03995521907101978,-0.017755896341045026,False
0.05492174326909535,0.036337439304951466,-0.018584303964143886,False
0.05269640060732922,0.03167012285554048,-0.02102627775178874,False
0.049807180213466314,0.03321440890882955,-0.016592771304636766,False
0.046837149090295516,0.029338139006585787,-0.01749901008370973,False
